pair_id,strategy,detail
00422,pred_vs_pred,sample_000073_f10_sub_ck667|sub_g25
00423,pred_vs_pred,sample_000073_f08_sub_ck667|final_static
00424,pred_vs_pred,sample_000073_f14_sub_g25|final_g10s50
00425,pred_vs_pred,sample_000074_f08_final_g10s50|final_static
00426,pred_vs_pred,sample_000074_f10_sub_g25|final_static
00427,pred_vs_pred,sample_000074_f02_sub_ck667|final_static
00428,pred_vs_pred,sample_000074_f10_sub_g25|final_g10s50
00429,pred_vs_pred,sample_000074_f06_sub_g25|final_g10s50
00430,pred_vs_pred,sample_000074_f06_final_g10s50|final_static
00431,pred_vs_pred,sample_000075_f10_sub_g25|final_static
00432,pred_vs_pred,sample_000075_f04_sub_ck667|sub_g25
00433,pred_vs_pred,sample_000075_f06_sub_ck667|sub_g25
00434,pred_vs_pred,sample_000075_f07_sub_ck667|final_g10s50
00435,pred_vs_pred,sample_000075_f02_sub_ck667|final_g10s50
00436,pred_vs_pred,sample_000075_f02_sub_ck667|final_static
00437,pred_vs_pred,sample_000075_f13_sub_ck667|final_g10s50
00438,pred_vs_pred,sample_000075_f06_sub_g25|final_static
00439,pred_vs_pred,sample_000075_f01_sub_g25|final_static
00440,pred_vs_pred,sample_000075_f10_sub_ck667|sub_g25
00441,pred_vs_pred,sample_000075_f01_final_g10s50|final_static
00442,pred_vs_pred,sample_000076_f02_sub_ck667|final_static
00443,pred_vs_pred,sample_000076_f13_sub_ck667|final_g10s50
00444,pred_vs_pred,sample_000076_f00_final_g10s50|final_static
00445,pred_vs_pred,sample_000077_f06_sub_ck667|sub_g25
00446,pred_vs_pred,sample_000077_f01_sub_g25|final_static
00447,pred_vs_pred,sample_000077_f01_sub_ck667|sub_g25
00448,pred_vs_pred,sample_000078_f06_sub_ck667|final_g10s50
00449,pred_vs_pred,sample_000078_f10_sub_g25|final_static
00450,pred_vs_pred,sample_000078_f05_sub_g25|final_static
00451,pred_vs_pred,sample_000079_f11_sub_g25|final_g10s50
00452,pred_vs_pred,sample_000079_f07_sub_g25|final_static
00453,pred_vs_pred,sample_000079_f05_sub_ck667|sub_g25
00454,pred_vs_pred,sample_000079_f14_sub_ck667|sub_g25
00455,pred_vs_pred,sample_000079_f08_final_g10s50|final_static
00456,pred_vs_pred,sample_000079_f01_final_g10s50|final_static
00457,pred_vs_pred,sample_000079_f11_sub_g25|final_static
00458,pred_vs_pred,sample_000079_f12_sub_ck667|final_g10s50
00459,pred_vs_pred,sample_000080_f06_sub_ck667|sub_g25
00460,pred_vs_pred,sample_000080_f12_sub_ck667|final_static
00461,pred_vs_pred,sample_000080_f05_sub_ck667|sub_g25
00462,pred_vs_pred,sample_000080_f09_sub_g25|final_static
00463,pred_vs_pred,sample_000081_f07_sub_ck667|sub_g25
00464,pred_vs_pred,sample_000081_f15_sub_ck667|final_static
00465,pred_vs_pred,sample_000081_f11_sub_g25|final_g10s50
00466,pred_vs_pred,sample_000081_f13_sub_ck667|sub_g25
00467,pred_vs_pred,sample_000081_f08_final_g10s50|final_static
00468,pred_vs_pred,sample_000081_f14_sub_g25|final_g10s50
00469,pred_vs_pred,sample_000081_f00_sub_ck667|final_static
00470,pred_vs_pred,sample_000082_f10_sub_ck667|final_g10s50
00471,pred_vs_pred,sample_000082_f15_sub_ck667|final_g10s50
00472,pred_vs_pred,sample_000082_f14_sub_ck667|final_g10s50
00473,pred_vs_pred,sample_000082_f04_final_g10s50|final_static
00474,pred_vs_pred,sample_000082_f06_sub_g25|final_static
00475,pred_vs_pred,sample_000082_f13_sub_ck667|final_g10s50
00476,pred_vs_pred,sample_000083_f04_sub_ck667|sub_g25
00477,pred_vs_pred,sample_000084_f10_sub_g25|final_static
00478,pred_vs_pred,sample_000084_f10_sub_ck667|final_g10s50
00479,pred_vs_pred,sample_000084_f14_sub_g25|final_g10s50
00480,pred_vs_pred,sample_000084_f03_sub_g25|final_static
00481,pred_vs_pred,sample_000085_f08_sub_ck667|sub_g25
00482,pred_vs_pred,sample_000085_f09_sub_ck667|sub_g25
00483,pred_vs_pred,sample_000085_f10_sub_ck667|final_static
00484,pred_vs_pred,sample_000085_f00_sub_ck667|sub_g25
00485,pred_vs_pred,sample_000085_f12_sub_ck667|final_g10s50
00486,pred_vs_pred,sample_000085_f03_final_g10s50|final_static
00487,pred_vs_pred,sample_000085_f03_sub_ck667|final_g10s50
00488,pred_vs_pred,sample_000085_f08_sub_g25|final_static
00489,pred_vs_pred,sample_000086_f13_sub_g25|final_static
00490,pred_vs_pred,sample_000086_f03_sub_ck667|final_static
00491,pred_vs_pred,sample_000086_f03_sub_g25|final_g10s50
00492,pred_vs_pred,sample_000086_f15_sub_ck667|final_g10s50
00493,pred_vs_pred,sample_000086_f14_sub_g25|final_static
00494,pred_vs_pred,sample_000086_f02_final_g10s50|final_static
00495,pred_vs_pred,sample_000086_f10_sub_g25|final_static
00496,pred_vs_pred,sample_000087_f08_sub_g25|final_static
00497,pred_vs_pred,sample_000087_f10_final_g10s50|final_static
00498,pred_vs_pred,sample_000087_f02_sub_g25|final_static
00499,pred_vs_pred,sample_000087_f09_sub_ck667|final_g10s50
00500,pred_vs_pred,sample_000087_f03_sub_ck667|final_static
00501,pred_vs_pred,sample_000088_f06_sub_ck667|sub_g25
00502,pred_vs_pred,sample_000088_f14_sub_g25|final_g10s50
00503,pred_vs_pred,sample_000088_f12_sub_ck667|final_g10s50
00504,pred_vs_pred,sample_000088_f11_sub_g25|final_g10s50
00505,pred_vs_pred,sample_000088_f12_sub_g25|final_static
00506,pred_vs_pred,sample_000088_f07_sub_g25|final_static
00507,pred_vs_pred,sample_000088_f10_sub_ck667|sub_g25
00508,pred_vs_pred,sample_000088_f02_sub_ck667|final_g10s50
00509,pred_vs_pred,sample_000088_f07_sub_ck667|final_static
00510,pred_vs_pred,sample_000088_f12_sub_g25|final_g10s50
00511,pred_vs_pred,sample_000089_f00_final_g10s50|final_static
00512,pred_vs_pred,sample_000089_f06_final_g10s50|final_static
00513,pred_vs_pred,sample_000089_f09_sub_g25|final_g10s50
00514,pred_vs_pred,sample_000089_f01_sub_ck667|final_static
00515,pred_vs_pred,sample_000089_f09_sub_ck667|final_g10s50
00516,pred_vs_pred,sample_000090_f12_sub_ck667|sub_g25
00517,pred_vs_pred,sample_000090_f00_sub_ck667|final_static
00518,pred_vs_pred,sample_000092_f08_sub_ck667|final_g10s50
00519,pred_vs_pred,sample_000092_f10_sub_ck667|sub_g25
00520,pred_vs_pred,sample_000092_f00_sub_ck667|final_static
00521,pred_vs_pred,sample_000092_f02_final_g10s50|final_static
00522,pred_vs_pred,sample_000092_f04_sub_ck667|final_static
00523,pred_vs_pred,sample_000092_f01_sub_g25|final_static
00524,pred_vs_pred,sample_000093_f15_sub_ck667|sub_g25
00525,pred_vs_pred,sample_000093_f12_sub_ck667|final_g10s50
00526,pred_vs_pred,sample_000093_f00_sub_ck667|final_static
00527,pred_vs_pred,sample_000093_f00_sub_ck667|sub_g25
00528,pred_vs_pred,sample_000093_f03_sub_ck667|final_g10s50
00529,pred_vs_pred,sample_000094_f01_sub_ck667|final_g10s50
00530,pred_vs_pred,sample_000094_f08_sub_g25|final_g10s50
00531,pred_vs_pred,sample_000095_f13_final_g10s50|final_static
00532,pred_vs_pred,sample_000095_f09_sub_ck667|sub_g25
00533,pred_vs_pred,sample_000095_f00_sub_ck667|final_static
00534,pred_vs_pred,sample_000095_f09_sub_g25|final_g10s50
00535,pred_vs_pred,sample_000095_f01_sub_g25|final_g10s50
00536,pred_vs_pred,sample_000095_f03_sub_g25|final_static
00537,pred_vs_pred,sample_000096_f03_sub_ck667|final_g10s50
00538,pred_vs_pred,sample_000096_f11_sub_g25|final_static
00539,pred_vs_pred,sample_000096_f08_sub_ck667|final_g10s50
00540,pred_vs_pred,sample_000096_f05_sub_ck667|sub_g25
00541,pred_vs_pred,sample_000097_f15_final_g10s50|final_static
00542,pred_vs_pred,sample_000097_f01_sub_ck667|final_static
00543,pred_vs_pred,sample_000097_f07_sub_ck667|final_g10s50
00544,pred_vs_pred,sample_000097_f02_sub_ck667|sub_g25
00545,pred_vs_pred,sample_000097_f14_sub_ck667|final_static
00546,pred_vs_pred,sample_000098_f02_final_g10s50|final_static
00547,pred_vs_pred,sample_000098_f04_sub_ck667|final_g10s50
00548,pred_vs_pred,sample_000098_f13_sub_ck667|final_g10s50
00549,pred_vs_pred,sample_000098_f14_sub_g25|final_static
00550,pred_vs_pred,sample_000098_f13_final_g10s50|final_static
00551,pred_vs_pred,sample_000098_f14_sub_ck667|sub_g25
00552,pred_vs_pred,sample_000098_f04_sub_ck667|final_static
00553,pred_vs_pred,sample_000098_f06_sub_ck667|sub_g25
00554,pred_vs_pred,sample_000098_f14_sub_g25|final_g10s50
00555,pred_vs_pred,sample_000099_f05_sub_g25|final_static
00556,pred_vs_pred,sample_000099_f01_sub_g25|final_g10s50
00557,pred_vs_pred,sample_000099_f05_sub_ck667|final_static
00558,pred_vs_pred,sample_000099_f14_sub_ck667|sub_g25
00559,pred_vs_pred,sample_000099_f05_sub_g25|final_g10s50
00560,pred_vs_pred,sample_000099_f12_sub_ck667|sub_g25
00561,pred_vs_pred,sample_000099_f13_sub_g25|final_g10s50
00562,pred_vs_pred,sample_000099_f09_sub_ck667|final_g10s50
00563,pred_vs_pred,sample_000099_f14_sub_g25|final_static
00564,pred_vs_pred,sample_000100_f02_sub_ck667|final_static
00565,pred_vs_pred,sample_000100_f07_sub_g25|final_static
00566,pred_vs_pred,sample_000100_f04_sub_g25|final_g10s50
00567,pred_vs_pred,sample_000100_f01_sub_g25|final_g10s50
00568,pred_vs_pred,sample_000100_f01_final_g10s50|final_static
00569,pred_vs_pred,sample_000100_f09_sub_g25|final_g10s50
00570,pred_vs_pred,sample_000101_f02_sub_g25|final_g10s50
00571,pred_vs_pred,sample_000101_f02_sub_ck667|final_static
00572,pred_vs_pred,sample_000101_f11_sub_g25|final_g10s50
00573,pred_vs_pred,sample_000101_f14_sub_g25|final_g10s50
00574,pred_vs_pred,sample_000101_f08_final_g10s50|final_static
00575,pred_vs_pred,sample_000101_f04_sub_ck667|sub_g25
00576,pred_vs_pred,sample_000102_f14_sub_ck667|final_g10s50
00577,pred_vs_pred,sample_000102_f12_sub_ck667|final_g10s50
00578,pred_vs_pred,sample_000102_f02_sub_ck667|final_g10s50
00579,pred_vs_pred,sample_000102_f08_final_g10s50|final_static
00580,pred_vs_pred,sample_000102_f03_sub_ck667|sub_g25
00581,pred_vs_pred,sample_000102_f12_sub_g25|final_static
00582,pred_vs_pred,sample_000102_f00_sub_g25|final_static
00583,pred_vs_pred,sample_000102_f07_sub_ck667|final_static
00584,pred_vs_pred,sample_000102_f13_sub_g25|final_g10s50
00585,pred_vs_pred,sample_000103_f08_sub_ck667|final_static
00586,pred_vs_pred,sample_000103_f03_sub_g25|final_g10s50
00587,pred_vs_pred,sample_000103_f04_final_g10s50|final_static
00588,pred_vs_pred,sample_000103_f00_sub_g25|final_static
00589,pred_vs_pred,sample_000103_f03_sub_g25|final_static
00590,pred_vs_pred,sample_000103_f05_sub_g25|final_static
00591,pred_vs_pred,sample_000104_f03_sub_ck667|final_static
00592,pred_vs_pred,sample_000104_f05_sub_ck667|sub_g25
00593,pred_vs_pred,sample_000104_f06_sub_ck667|sub_g25
00594,pred_vs_pred,sample_000104_f15_sub_ck667|final_static
00595,pred_vs_pred,sample_000104_f01_sub_ck667|final_g10s50
00596,pred_vs_pred,sample_000105_f13_sub_g25|final_static
00597,pred_vs_pred,sample_000105_f14_sub_g25|final_g10s50
00598,pred_vs_pred,sample_000105_f01_sub_ck667|final_static
00599,pred_vs_pred,sample_000105_f00_sub_g25|final_static
00600,pred_vs_pred,sample_000105_f05_final_g10s50|final_static
00601,pred_vs_pred,sample_000106_f04_final_g10s50|final_static
00602,pred_vs_pred,sample_000106_f08_sub_ck667|final_g10s50
00603,pred_vs_pred,sample_000106_f09_sub_ck667|final_g10s50
00604,pred_vs_pred,sample_000106_f07_sub_g25|final_static
00605,pred_vs_pred,sample_000106_f01_sub_ck667|final_g10s50
00606,pred_vs_pred,sample_000107_f14_final_g10s50|final_static
00607,pred_vs_pred,sample_000107_f14_sub_g25|final_static
00608,pred_vs_pred,sample_000107_f06_sub_g25|final_static
00609,pred_vs_pred,sample_000107_f13_sub_ck667|final_g10s50
00610,pred_vs_pred,sample_000107_f14_sub_ck667|final_g10s50
00611,pred_vs_pred,sample_000107_f02_sub_g25|final_g10s50
00612,pred_vs_pred,sample_000107_f09_sub_ck667|final_g10s50
00613,pred_vs_pred,sample_000108_f03_sub_ck667|final_static
00614,pred_vs_pred,sample_000108_f10_sub_ck667|sub_g25
00615,pred_vs_pred,sample_000108_f14_sub_ck667|final_g10s50
00616,pred_vs_pred,sample_000108_f00_sub_ck667|sub_g25
00617,pred_vs_pred,sample_000109_f03_final_g10s50|final_static
00618,pred_vs_pred,sample_000109_f13_sub_g25|final_g10s50
00619,pred_vs_pred,sample_000109_f07_sub_ck667|final_g10s50
00620,pred_vs_pred,sample_000109_f01_sub_ck667|final_static
00621,pred_vs_pred,sample_000110_f11_sub_ck667|final_g10s50
00622,pred_vs_pred,sample_000110_f01_sub_ck667|sub_g25
00623,pred_vs_pred,sample_000110_f08_final_g10s50|final_static
00624,pred_vs_pred,sample_000110_f12_sub_ck667|final_g10s50
00625,pred_vs_pred,sample_000110_f03_sub_g25|final_g10s50
00626,pred_vs_pred,sample_000110_f15_sub_g25|final_static
00627,pred_vs_pred,sample_000111_f00_sub_ck667|sub_g25
00628,pred_vs_pred,sample_000111_f04_sub_ck667|sub_g25
00629,pred_vs_pred,sample_000111_f09_sub_g25|final_static
00630,pred_vs_pred,sample_000111_f11_sub_g25|final_g10s50
00631,pred_vs_pred,sample_000111_f14_sub_g25|final_static
00632,pred_vs_pred,sample_000111_f08_sub_ck667|sub_g25
00633,pred_vs_pred,sample_000112_f11_sub_ck667|final_g10s50
00634,pred_vs_pred,sample_000112_f02_sub_ck667|sub_g25
00635,pred_vs_pred,sample_000112_f13_sub_ck667|final_static
00636,pred_vs_pred,sample_000112_f14_sub_ck667|sub_g25
00637,pred_vs_pred,sample_000112_f03_sub_g25|final_static
00638,pred_vs_pred,sample_000112_f10_sub_g25|final_g10s50
00639,pred_vs_pred,sample_000112_f07_sub_ck667|final_g10s50
00640,pred_vs_pred,sample_000113_f11_sub_ck667|final_static
00641,pred_vs_pred,sample_000113_f09_sub_ck667|final_g10s50
00642,pred_vs_pred,sample_000113_f08_sub_ck667|sub_g25
00643,pred_vs_pred,sample_000113_f12_final_g10s50|final_static
00644,pred_vs_pred,sample_000113_f08_final_g10s50|final_static
00645,pred_vs_pred,sample_000114_f07_sub_ck667|sub_g25
00646,pred_vs_pred,sample_000114_f10_sub_g25|final_g10s50
00647,pred_vs_pred,sample_000114_f02_sub_ck667|final_g10s50
00648,pred_vs_pred,sample_000114_f05_final_g10s50|final_static
00649,pred_vs_pred,sample_000114_f00_sub_ck667|final_g10s50
00650,pred_vs_pred,sample_000114_f05_sub_g25|final_g10s50
00651,pred_vs_pred,sample_000115_f03_sub_ck667|final_g10s50
00652,pred_vs_pred,sample_000115_f07_sub_ck667|final_g10s50
00653,pred_vs_pred,sample_000115_f00_final_g10s50|final_static
00654,pred_vs_pred,sample_000115_f05_sub_ck667|final_g10s50
00655,pred_vs_pred,sample_000115_f01_sub_g25|final_g10s50
00656,pred_vs_pred,sample_000115_f14_sub_ck667|sub_g25
00657,pred_vs_pred,sample_000115_f03_final_g10s50|final_static
00658,pred_vs_pred,sample_000116_f13_sub_ck667|final_static
00659,pred_vs_pred,sample_000116_f02_sub_ck667|sub_g25
00660,pred_vs_pred,sample_000116_f02_final_g10s50|final_static
00661,pred_vs_pred,sample_000116_f00_sub_ck667|final_g10s50
00662,pred_vs_pred,sample_000116_f02_sub_ck667|final_g10s50
00663,pred_vs_pred,sample_000116_f02_sub_ck667|final_static
00664,pred_vs_pred,sample_000117_f04_sub_g25|final_static
00665,pred_vs_pred,sample_000117_f14_sub_g25|final_g10s50
00666,pred_vs_pred,sample_000117_f09_sub_ck667|sub_g25
00667,pred_vs_pred,sample_000117_f06_sub_ck667|final_static
00668,pred_vs_pred,sample_000117_f02_sub_ck667|sub_g25
00669,pred_vs_pred,sample_000117_f07_sub_g25|final_g10s50
00670,pred_vs_pred,sample_000117_f11_sub_g25|final_static
00671,pred_vs_pred,sample_000118_f07_sub_ck667|final_static
00672,pred_vs_pred,sample_000118_f05_sub_ck667|final_g10s50
00673,pred_vs_pred,sample_000118_f11_final_g10s50|final_static
00674,pred_vs_pred,sample_000118_f00_sub_ck667|final_g10s50
00675,pred_vs_pred,sample_000118_f04_final_g10s50|final_static
00676,pred_vs_pred,sample_000119_f09_sub_ck667|sub_g25
00677,pred_vs_pred,sample_000119_f02_final_g10s50|final_static
00678,pred_vs_pred,sample_000119_f06_sub_ck667|final_static
00679,pred_vs_pred,sample_000120_f12_sub_ck667|final_g10s50
00680,pred_vs_pred,sample_000120_f03_sub_g25|final_g10s50
00681,pred_vs_pred,sample_000120_f06_sub_g25|final_g10s50
00682,pred_vs_pred,sample_000120_f05_sub_ck667|sub_g25
00683,pred_vs_pred,sample_000120_f12_sub_ck667|final_static
00684,pred_vs_pred,sample_000120_f13_sub_g25|final_g10s50
00685,pred_vs_pred,sample_000120_f08_sub_ck667|final_g10s50
00686,pred_vs_pred,sample_000120_f02_final_g10s50|final_static
00687,pred_vs_pred,sample_000120_f10_sub_ck667|final_static
00688,pred_vs_pred,sample_000120_f10_sub_ck667|sub_g25
00689,pred_vs_pred,sample_000121_f15_sub_g25|final_static
00690,pred_vs_pred,sample_000121_f14_sub_g25|final_g10s50
00691,pred_vs_pred,sample_000121_f11_sub_ck667|final_g10s50
00692,pred_vs_pred,sample_000121_f00_sub_ck667|final_static
00693,pred_vs_pred,sample_000121_f04_sub_g25|final_static
00694,pred_vs_pred,sample_000121_f04_final_g10s50|final_static
00695,pred_vs_pred,sample_000121_f10_sub_ck667|final_g10s50
00696,pred_vs_pred,sample_000121_f07_sub_ck667|final_g10s50
00697,pred_vs_pred,sample_000122_f03_sub_ck667|final_static
00698,pred_vs_pred,sample_000122_f06_sub_ck667|final_g10s50
00699,pred_vs_pred,sample_000122_f09_sub_g25|final_static
00700,pred_vs_pred,sample_000122_f05_final_g10s50|final_static
00701,pred_vs_pred,sample_000122_f10_sub_ck667|sub_g25
00702,pred_vs_pred,sample_000122_f08_sub_ck667|sub_g25
00703,pred_vs_pred,sample_000122_f06_sub_g25|final_g10s50
00704,pred_vs_pred,sample_000122_f05_sub_ck667|sub_g25
00705,pred_vs_pred,sample_000123_f03_sub_ck667|sub_g25
00706,pred_vs_pred,sample_000123_f07_sub_ck667|sub_g25
00707,pred_vs_pred,sample_000123_f10_sub_ck667|final_g10s50
00708,pred_vs_pred,sample_000123_f05_sub_ck667|sub_g25
00709,pred_vs_pred,sample_000124_f13_sub_g25|final_static
00710,pred_vs_pred,sample_000124_f01_sub_g25|final_static
00711,pred_vs_pred,sample_000125_f03_sub_g25|final_static
00712,pred_vs_pred,sample_000125_f05_sub_ck667|final_static
00713,pred_vs_pred,sample_000125_f11_sub_g25|final_g10s50
00714,pred_vs_pred,sample_000125_f15_final_g10s50|final_static
00715,pred_vs_pred,sample_000125_f13_sub_g25|final_g10s50
00716,pred_vs_pred,sample_000125_f04_sub_ck667|final_g10s50
00717,pred_vs_pred,sample_000126_f15_final_g10s50|final_static
00718,pred_vs_pred,sample_000126_f05_sub_ck667|final_static
00719,pred_vs_pred,sample_000126_f11_final_g10s50|final_static
00720,pred_vs_pred,sample_000126_f13_sub_ck667|final_g10s50
00721,pred_vs_pred,sample_000126_f00_sub_g25|final_g10s50
00722,pred_vs_pred,sample_000126_f13_sub_ck667|final_static
00723,pred_vs_pred,sample_000126_f14_sub_g25|final_g10s50
00724,pred_vs_pred,sample_000127_f02_sub_ck667|sub_g25
00725,pred_vs_pred,sample_000127_f06_sub_ck667|sub_g25
00726,pred_vs_pred,sample_000128_f03_sub_ck667|sub_g25
00727,pred_vs_pred,sample_000128_f08_sub_g25|final_static
00728,pred_vs_pred,sample_000128_f07_sub_g25|final_static
00729,pred_vs_pred,sample_000128_f08_sub_ck667|final_g10s50
00730,pred_vs_pred,sample_000129_f03_final_g10s50|final_static
00731,pred_vs_pred,sample_000129_f00_sub_g25|final_g10s50
00732,pred_vs_pred,sample_000129_f05_final_g10s50|final_static
00733,pred_vs_pred,sample_000130_f07_sub_ck667|final_static
00734,pred_vs_pred,sample_000130_f15_sub_ck667|final_static
00735,pred_vs_pred,sample_000130_f13_final_g10s50|final_static
00736,pred_vs_pred,sample_000130_f03_sub_ck667|sub_g25
00737,pred_vs_pred,sample_000130_f09_final_g10s50|final_static
00738,pred_vs_pred,sample_000131_f07_final_g10s50|final_static
00739,pred_vs_pred,sample_000131_f06_sub_ck667|sub_g25
00740,pred_vs_pred,sample_000131_f05_sub_g25|final_g10s50
00741,pred_vs_pred,sample_000131_f02_sub_ck667|sub_g25
00742,pred_vs_pred,sample_000131_f15_sub_g25|final_static
00743,pred_vs_pred,sample_000131_f01_final_g10s50|final_static
00744,pred_vs_pred,sample_000131_f04_sub_g25|final_static
00745,pred_vs_pred,sample_000131_f04_final_g10s50|final_static
00746,pred_vs_pred,sample_000131_f04_sub_ck667|final_static
00747,pred_vs_pred,sample_000131_f01_sub_g25|final_g10s50
00748,pred_vs_pred,sample_000131_f12_sub_ck667|final_static
00749,pred_vs_pred,sample_000132_f10_sub_g25|final_g10s50
00750,pred_vs_pred,sample_000132_f07_sub_ck667|sub_g25
00751,pred_vs_pred,sample_000132_f10_sub_ck667|sub_g25
00752,pred_vs_pred,sample_000132_f05_sub_ck667|sub_g25
00753,pred_vs_pred,sample_000132_f11_sub_g25|final_static
00754,pred_vs_pred,sample_000132_f15_sub_ck667|final_static
00755,pred_vs_pred,sample_000132_f08_final_g10s50|final_static
00756,pred_vs_pred,sample_000133_f08_final_g10s50|final_static
00757,pred_vs_pred,sample_000133_f08_sub_g25|final_g10s50
00758,pred_vs_pred,sample_000133_f12_final_g10s50|final_static
00759,pred_vs_pred,sample_000133_f07_sub_ck667|final_g10s50
00760,pred_vs_pred,sample_000133_f03_sub_g25|final_g10s50
00761,pred_vs_pred,sample_000134_f12_sub_ck667|sub_g25
00762,pred_vs_pred,sample_000134_f06_sub_g25|final_static
00763,pred_vs_pred,sample_000134_f13_final_g10s50|final_static
00764,pred_vs_pred,sample_000134_f10_sub_ck667|final_static
00765,pred_vs_pred,sample_000134_f00_sub_ck667|sub_g25
00766,pred_vs_pred,sample_000134_f13_sub_g25|final_g10s50
00767,pred_vs_pred,sample_000135_f06_sub_ck667|final_static
00768,pred_vs_pred,sample_000135_f13_sub_ck667|final_static
00769,pred_vs_pred,sample_000135_f15_final_g10s50|final_static
00770,pred_vs_pred,sample_000135_f03_final_g10s50|final_static
00771,pred_vs_pred,sample_000135_f05_sub_ck667|final_static
00772,pred_vs_pred,sample_000135_f00_sub_ck667|final_static
00773,pred_vs_pred,sample_000136_f02_sub_ck667|sub_g25
00774,pred_vs_pred,sample_000136_f01_final_g10s50|final_static
00775,pred_vs_pred,sample_000136_f15_sub_ck667|final_g10s50
00776,pred_vs_pred,sample_000137_f04_final_g10s50|final_static
00777,pred_vs_pred,sample_000137_f02_sub_ck667|final_static
00778,pred_vs_pred,sample_000137_f09_final_g10s50|final_static
00779,pred_vs_pred,sample_000137_f11_sub_ck667|final_g10s50
00780,pred_vs_pred,sample_000137_f02_sub_g25|final_g10s50
00781,pred_vs_pred,sample_000137_f13_sub_ck667|final_g10s50
00782,pred_vs_pred,sample_000138_f03_sub_ck667|final_static
00783,pred_vs_pred,sample_000138_f08_sub_g25|final_static
00784,pred_vs_pred,sample_000138_f05_sub_g25|final_g10s50
00785,pred_vs_pred,sample_000138_f02_sub_ck667|final_g10s50
00786,pred_vs_pred,sample_000139_f14_sub_g25|final_g10s50
00787,pred_vs_pred,sample_000139_f04_sub_g25|final_g10s50
00788,pred_vs_pred,sample_000139_f07_sub_g25|final_g10s50
00789,pred_vs_pred,sample_000139_f07_sub_g25|final_static
00790,pred_vs_pred,sample_000139_f11_sub_ck667|final_g10s50
00791,pred_vs_pred,sample_000139_f09_sub_ck667|final_g10s50
00792,pred_vs_pred,sample_000140_f05_sub_ck667|final_static
00793,pred_vs_pred,sample_000140_f03_sub_g25|final_g10s50
00794,pred_vs_pred,sample_000140_f06_final_g10s50|final_static
00795,pred_vs_pred,sample_000140_f10_sub_g25|final_static
00796,pred_vs_pred,sample_000141_f07_sub_ck667|final_g10s50
00797,pred_vs_pred,sample_000141_f11_sub_ck667|final_g10s50
00798,pred_vs_pred,sample_000141_f08_final_g10s50|final_static
00799,pred_vs_pred,sample_000141_f13_final_g10s50|final_static
00800,pred_vs_pred,sample_000141_f11_sub_ck667|final_static
00801,pred_vs_pred,sample_000141_f09_sub_g25|final_g10s50
00802,pred_vs_pred,sample_000141_f11_sub_ck667|sub_g25
00803,pred_vs_pred,sample_000141_f05_sub_ck667|sub_g25
00804,pred_vs_pred,sample_000141_f08_sub_g25|final_g10s50
00805,pred_vs_pred,sample_000142_f12_sub_ck667|sub_g25
00806,pred_vs_pred,sample_000142_f08_sub_ck667|sub_g25
00807,pred_vs_pred,sample_000142_f09_final_g10s50|final_static
00808,pred_vs_pred,sample_000142_f10_sub_ck667|sub_g25
00809,pred_vs_pred,sample_000142_f05_sub_ck667|final_static
00810,pred_vs_pred,sample_000142_f04_sub_ck667|sub_g25
00811,pred_vs_pred,sample_000142_f06_sub_g25|final_g10s50
00812,pred_vs_pred,sample_000143_f08_final_g10s50|final_static
00813,pred_vs_pred,sample_000143_f02_sub_g25|final_g10s50
00814,pred_vs_pred,sample_000143_f06_sub_ck667|final_static
00815,pred_vs_pred,sample_000143_f04_sub_g25|final_g10s50
00816,pred_vs_pred,sample_000143_f07_sub_ck667|sub_g25
00817,pred_vs_pred,sample_000143_f15_sub_ck667|sub_g25
00818,pred_vs_pred,sample_000144_f06_sub_ck667|final_static
00819,pred_vs_pred,sample_000144_f07_sub_ck667|final_static
00820,pred_vs_pred,sample_000144_f00_final_g10s50|final_static
00821,pred_vs_pred,sample_000144_f01_sub_g25|final_static
00822,pred_vs_pred,sample_000144_f12_sub_g25|final_static
00823,pred_vs_pred,sample_000144_f04_sub_ck667|final_g10s50
00824,pred_vs_pred,sample_000145_f07_sub_ck667|final_g10s50
00825,pred_vs_pred,sample_000145_f04_sub_ck667|final_static
00826,pred_vs_pred,sample_000145_f09_sub_ck667|final_static
00827,pred_vs_pred,sample_000145_f08_sub_g25|final_g10s50
00828,pred_vs_pred,sample_000145_f06_sub_ck667|final_static
00829,pred_vs_pred,sample_000145_f13_sub_g25|final_g10s50
00830,pred_vs_pred,sample_000145_f11_sub_g25|final_g10s50
00831,pred_vs_pred,sample_000145_f12_final_g10s50|final_static
00832,pred_vs_pred,sample_000146_f15_sub_g25|final_static
00833,pred_vs_pred,sample_000146_f00_sub_ck667|sub_g25
00834,pred_vs_pred,sample_000146_f02_final_g10s50|final_static
00835,pred_vs_pred,sample_000147_f03_sub_ck667|sub_g25
00836,pred_vs_pred,sample_000147_f02_sub_ck667|final_g10s50
00837,pred_vs_pred,sample_000147_f05_sub_g25|final_static
00838,pred_vs_pred,sample_000148_f03_sub_ck667|sub_g25
00839,pred_vs_pred,sample_000148_f13_sub_g25|final_g10s50
00840,pred_vs_pred,sample_000148_f10_sub_ck667|sub_g25
00841,pred_vs_pred,sample_000148_f02_sub_ck667|final_g10s50
00842,pred_vs_pred,sample_000148_f09_sub_ck667|sub_g25
00843,pred_vs_pred,sample_000148_f06_sub_g25|final_static
